# sample_name: ludox_TM50
# config_id: config_9
# transmission: 0.606994
# source_nexus_file: sans-llb2026n000989.nxs
# q I I_error q_error
1.295802595549163105e-01 6.255873689972499263e-02 3.664004267390554362e-03 6.601338853222871693e-03
1.301506496052084183e-01 5.384466247512018772e-02 3.236052081276748465e-03 6.626463038675705838e-03
1.307138181858678305e-01 6.147320095708364018e-02 4.294000207734901403e-03 6.651283977061637348e-03
1.311632471390462296e-01 6.068778523447619644e-02 3.813263597582744469e-03 6.671103999380032998e-03
1.317603876361267967e-01 6.416941409796175777e-02 4.259234403558031373e-03 6.697451040498125785e-03
1.322764575337915527e-01 5.968444953928696978e-02 3.524610569486684008e-03 6.720233682372172591e-03
1.328860362037661003e-01 5.914215106076250311e-02 3.903100584242658218e-03 6.747156819158385901e-03
1.333923180371101580e-01 6.420510989450851913e-02 5.569799282949510454e-03 6.769532074717726777e-03
1.338708902526923872e-01 5.977992247415106486e-02 3.893420440132919561e-03 6.790692534868461236e-03
1.344029596743313570e-01 5.247875262914358102e-02 3.938112630290713408e-03 6.814232596250348502e-03
1.349286768206011677e-01 5.902171480162075878e-02 2.979399748002402402e-03 6.837499767883517543e-03
1.354628912572438670e-01 6.281591477187700723e-02 3.805127062768612518e-03 6.861155864793707856e-03
1.360357197592062251e-01 5.957732641108256372e-02 3.227671961772174587e-03 6.886534041643637902e-03
1.364837627868341063e-01 7.160926852263274633e-02 5.078472366257693986e-03 6.906390806421536417e-03
1.370625351768304800e-01 6.008844009954813353e-02 3.532500684063725419e-03 6.932059421171638328e-03
1.376195762726356853e-01 6.095801831533424059e-02 4.086165278396597551e-03 6.956773227077352011e-03
1.381130715385040231e-01 6.342944967039432225e-02 4.284180232795573896e-03 6.978680236516177429e-03
1.386233230791887594e-01 6.244479641506964218e-02 4.352152233136787410e-03 7.001337987292770813e-03
1.391785396523688989e-01 5.533628020865545560e-02 3.941180061034980746e-03 7.026007467041462708e-03
1.396921178391822282e-01 6.005015874688819644e-02 4.292553128819744969e-03 7.048835163866533013e-03
1.402756959892499655e-01 5.556569155648273528e-02 3.964941443275774198e-03 7.074785799259515444e-03
1.408723195150412000e-01 5.958095558036729383e-02 3.725251835423650133e-03 7.101330948361923162e-03
1.413112486656278588e-01 6.321532025667628285e-02 3.255561942789544048e-03 7.120868005297726483e-03
1.418597220020118843e-01 6.610251681359161080e-02 3.953418315921392555e-03 7.145292838805200782e-03
1.424078764602737246e-01 6.062548351398942131e-02 4.220979069183182324e-03 7.169709633786718224e-03
1.429726501816220019e-01 5.993461486514426589e-02 4.097584157204485142e-03 7.194882354236174782e-03
1.435314206608301890e-01 7.463087568655639437e-02 6.182006570542470346e-03 7.219795823656482633e-03
